id,title,description
fb_6921,Komplett [page 6921],"Verified Facebook page ""Komplett""; dataset category: company; source Facebook ID: 69170057074; encoded description features: 27."
fb_6922,"Ramesh Sangha, MP","Verified Facebook page ""Ramesh Sangha, MP""; dataset category: politician; source Facebook ID: 1404892403158900; encoded description features: 6."
fb_6923,黃國書,"Verified Facebook page ""黃國書""; dataset category: politician; source Facebook ID: 566381323386617; encoded description features: 8."
fb_6924,Häagen-Dazs [page 6924],"Verified Facebook page ""Häagen-Dazs""; dataset category: company; source Facebook ID: 1525503647702737; encoded description features: 28."
fb_6925,Senator Rachel Siewert,"Verified Facebook page ""Senator Rachel Siewert""; dataset category: politician; source Facebook ID: 111086375570751; encoded description features: 8."
fb_6926,EESC - European Economic and Social Committee,"Verified Facebook page ""EESC - European Economic and Social Committee""; dataset category: government; source Facebook ID: 144709575593854; encoded description features: 6."
fb_6927,დევნილთა სამინისტრო MRA,"Verified Facebook page ""დევნილთა სამინისტრო MRA""; dataset category: government; source Facebook ID: 153897641332608; encoded description features: 7."
fb_6928,Halfords,"Verified Facebook page ""Halfords""; dataset category: company; source Facebook ID: 99575746433; encoded description features: 25."
fb_6929,Dr. Günther Bergmann,"Verified Facebook page ""Dr. Günther Bergmann""; dataset category: politician; source Facebook ID: 284670818275207; encoded description features: 7."
fb_6930,AkzoNobel,"Verified Facebook page ""AkzoNobel""; dataset category: company; source Facebook ID: 112269479818; encoded description features: 25."
fb_6931,Robert Poëti,"Verified Facebook page ""Robert Poëti""; dataset category: politician; source Facebook ID: 195583137238924; encoded description features: 24."
fb_6932,American Airlines,"Verified Facebook page ""American Airlines""; dataset category: company; source Facebook ID: 7003656077; encoded description features: 23."
fb_6933,Emma Husar MP,"Verified Facebook page ""Emma Husar MP""; dataset category: politician; source Facebook ID: 443342095798161; encoded description features: 7."
fb_6934,Junrix,"Verified Facebook page ""Junrix""; dataset category: company; source Facebook ID: 328917517488019; encoded description features: 10."
fb_6935,Consulado General de la República Argentina en San Pablo,"Verified Facebook page ""Consulado General de la República Argentina en San Pablo""; dataset category: government; source Facebook ID: 280304962326422; encoded description features: 7."
fb_6936,UKinItaly,"Verified Facebook page ""UKinItaly""; dataset category: government; source Facebook ID: 104011189669784; encoded description features: 7."
fb_6937,"GST Uttarakhand, Government of Uttarakhand","Verified Facebook page ""GST Uttarakhand, Government of Uttarakhand""; dataset category: government; source Facebook ID: 142815236149146; encoded description features: 11."
fb_6938,Dunkin' Donuts [page 6938],"Verified Facebook page ""Dunkin' Donuts""; dataset category: company; source Facebook ID: 259618244218784; encoded description features: 25."
fb_6939,Irajá Abreu,"Verified Facebook page ""Irajá Abreu""; dataset category: politician; source Facebook ID: 359491867555824; encoded description features: 26."
fb_6940,Michael McCormack MP,"Verified Facebook page ""Michael McCormack MP""; dataset category: politician; source Facebook ID: 1916219315277733; encoded description features: 7."
fb_6941,STRONG,"Verified Facebook page ""STRONG""; dataset category: tvshow; source Facebook ID: 1434651936837542; encoded description features: 9."
fb_6942,Bryan May,"Verified Facebook page ""Bryan May""; dataset category: politician; source Facebook ID: 148479745216425; encoded description features: 20."
fb_6943,SFR,"Verified Facebook page ""SFR""; dataset category: company; source Facebook ID: 104373812940715; encoded description features: 22."
fb_6944,Heinz México,"Verified Facebook page ""Heinz México""; dataset category: company; source Facebook ID: 211781078962092; encoded description features: 7."
fb_6945,Australia in Tonga,"Verified Facebook page ""Australia in Tonga""; dataset category: government; source Facebook ID: 674744295968686; encoded description features: 7."
fb_6946,"Geoff Lee - MP, Seat of Parramatta","Verified Facebook page ""Geoff Lee - MP, Seat of Parramatta""; dataset category: politician; source Facebook ID: 179735875375024; encoded description features: 6."
fb_6947,NCI Health Information National Trends Survey (HINTS),"Verified Facebook page ""NCI Health Information National Trends Survey (HINTS)""; dataset category: government; source Facebook ID: 178015548913651; encoded description features: 6."
fb_6948,Steve Kulik,"Verified Facebook page ""Steve Kulik""; dataset category: politician; source Facebook ID: 321483201335221; encoded description features: 9."
fb_6949,Peace Corps Guatemala,"Verified Facebook page ""Peace Corps Guatemala""; dataset category: government; source Facebook ID: 1430267413876662; encoded description features: 8."
fb_6950,This Week,"Verified Facebook page ""This Week""; dataset category: tvshow; source Facebook ID: 295479040495545; encoded description features: 24."
fb_6951,נציבות שירות המדינה,"Verified Facebook page ""נציבות שירות המדינה""; dataset category: government; source Facebook ID: 514795671867325; encoded description features: 8."
fb_6952,NSW SES Bungendore,"Verified Facebook page ""NSW SES Bungendore""; dataset category: government; source Facebook ID: 168993703203355; encoded description features: 8."
fb_6953,U.S. Attorney for the District of Minnesota,"Verified Facebook page ""U.S. Attorney for the District of Minnesota""; dataset category: government; source Facebook ID: 364659620270018; encoded description features: 26."
fb_6954,G.V. (Sonny) Montgomery VA Medical Center,"Verified Facebook page ""G.V. (Sonny) Montgomery VA Medical Center""; dataset category: government; source Facebook ID: 246764498669509; encoded description features: 7."
fb_6955,Groupon [page 6955],"Verified Facebook page ""Groupon""; dataset category: company; source Facebook ID: 526662987435979; encoded description features: 25."
fb_6956,Poto Williams,"Verified Facebook page ""Poto Williams""; dataset category: politician; source Facebook ID: 1430720007000014; encoded description features: 23."
fb_6957,US National Weather Service Northwest River Forecast Center,"Verified Facebook page ""US National Weather Service Northwest River Forecast Center""; dataset category: government; source Facebook ID: 583804141719505; encoded description features: 8."
fb_6958,مجلس نوّاب الشّعب   Assemblée des Représentants du Peuple,"Verified Facebook page ""مجلس نوّاب الشّعب   Assemblée des Représentants du Peuple""; dataset category: government; source Facebook ID: 1515094915436499; encoded description features: 8."
fb_6959,Israel in Kenya,"Verified Facebook page ""Israel in Kenya""; dataset category: government; source Facebook ID: 136098193100761; encoded description features: 5."
fb_6960,Embajada de Austria Buenos Aires,"Verified Facebook page ""Embajada de Austria Buenos Aires""; dataset category: government; source Facebook ID: 250981908385103; encoded description features: 6."
fb_6961,Texas VLB,"Verified Facebook page ""Texas VLB""; dataset category: government; source Facebook ID: 138020572909535; encoded description features: 8."
fb_6962,"Ministry of Railways, Government of India","Verified Facebook page ""Ministry of Railways, Government of India""; dataset category: government; source Facebook ID: 342982859182048; encoded description features: 6."
fb_6963,Hemlock Grove,"Verified Facebook page ""Hemlock Grove""; dataset category: tvshow; source Facebook ID: 258435907604449; encoded description features: 21."
fb_6964,Steve Barclay,"Verified Facebook page ""Steve Barclay""; dataset category: politician; source Facebook ID: 162093607178215; encoded description features: 22."
fb_6965,Jordan e-Government Program حكومتي بخدمتي,"Verified Facebook page ""Jordan e-Government Program حكومتي بخدمتي""; dataset category: government; source Facebook ID: 289454064422888; encoded description features: 8."
fb_6966,Barras Bimbo,"Verified Facebook page ""Barras Bimbo""; dataset category: company; source Facebook ID: 185356021485545; encoded description features: 6."
fb_6967,The Graham Norton Show,"Verified Facebook page ""The Graham Norton Show""; dataset category: tvshow; source Facebook ID: 309309215887340; encoded description features: 24."
fb_6968,Triumph [page 6968],"Verified Facebook page ""Triumph""; dataset category: company; source Facebook ID: 114820745220086; encoded description features: 24."
fb_6969,永安旅遊 Wing On Travel,"Verified Facebook page ""永安旅遊 Wing On Travel""; dataset category: company; source Facebook ID: 207197130743; encoded description features: 7."
fb_6970,"City of Cornelius, Oregon-Local Government","Verified Facebook page ""City of Cornelius, Oregon-Local Government""; dataset category: government; source Facebook ID: 149965615026169; encoded description features: 9."
fb_6971,Agua Lanjarón,"Verified Facebook page ""Agua Lanjarón""; dataset category: company; source Facebook ID: 201443816591356; encoded description features: 11."
fb_6972,Jerry Tardieu,"Verified Facebook page ""Jerry Tardieu""; dataset category: politician; source Facebook ID: 434877769928707; encoded description features: 24."
fb_6973,Dr Maliki Osman,"Verified Facebook page ""Dr Maliki Osman""; dataset category: politician; source Facebook ID: 207410879287301; encoded description features: 25."
fb_6974,Essen Başkonsolosluğu,"Verified Facebook page ""Essen Başkonsolosluğu""; dataset category: government; source Facebook ID: 1086908644675593; encoded description features: 10."
fb_6975,Baltazar Hinojosa,"Verified Facebook page ""Baltazar Hinojosa""; dataset category: politician; source Facebook ID: 90952323082; encoded description features: 5."
fb_6976,Rwenzori Bottling Company,"Verified Facebook page ""Rwenzori Bottling Company""; dataset category: company; source Facebook ID: 147893622034444; encoded description features: 9."
fb_6977,Yelp Rochester,"Verified Facebook page ""Yelp Rochester""; dataset category: company; source Facebook ID: 424702894290946; encoded description features: 9."
fb_6978,hummel [page 6978],"Verified Facebook page ""hummel""; dataset category: company; source Facebook ID: 458200134275086; encoded description features: 22."
fb_6979,Congressman John Kline,"Verified Facebook page ""Congressman John Kline""; dataset category: politician; source Facebook ID: 770135879667732; encoded description features: 7."
fb_6980,New York Army National Guard,"Verified Facebook page ""New York Army National Guard""; dataset category: government; source Facebook ID: 112535293973; encoded description features: 24."
fb_6981,TVBS T觀點,"Verified Facebook page ""TVBS T觀點""; dataset category: tvshow; source Facebook ID: 1658951244337174; encoded description features: 7."
fb_6982,Luis Vega Ramos,"Verified Facebook page ""Luis Vega Ramos""; dataset category: politician; source Facebook ID: 52359680024; encoded description features: 22."
fb_6983,351st Civil Affairs Command,"Verified Facebook page ""351st Civil Affairs Command""; dataset category: government; source Facebook ID: 100926663315486; encoded description features: 6."
fb_6984,Air China [page 6984],"Verified Facebook page ""Air China""; dataset category: company; source Facebook ID: 145752338944033; encoded description features: 20."
fb_6985,BlaBlaCar [page 6985],"Verified Facebook page ""BlaBlaCar""; dataset category: company; source Facebook ID: 347775881990178; encoded description features: 22."
fb_6986,Embassy of Canada to Argentina,"Verified Facebook page ""Embassy of Canada to Argentina""; dataset category: government; source Facebook ID: 1382575935344676; encoded description features: 10."
fb_6987,Magazine Échos Vedettes,"Verified Facebook page ""Magazine Échos Vedettes""; dataset category: company; source Facebook ID: 239007911977; encoded description features: 7."
fb_6988,Un Passo dal Cielo,"Verified Facebook page ""Un Passo dal Cielo""; dataset category: tvshow; source Facebook ID: 326548380864555; encoded description features: 10."
fb_6989,G마켓,"Verified Facebook page ""G마켓""; dataset category: company; source Facebook ID: 176568119021613; encoded description features: 7."
fb_6990,Councilman Jeremy Whittaker,"Verified Facebook page ""Councilman Jeremy Whittaker""; dataset category: politician; source Facebook ID: 1034472783282382; encoded description features: 8."
fb_6991,John Nater,"Verified Facebook page ""John Nater""; dataset category: politician; source Facebook ID: 790867800969265; encoded description features: 23."
fb_6992,Big Brother UK,"Verified Facebook page ""Big Brother UK""; dataset category: tvshow; source Facebook ID: 119257188159540; encoded description features: 23."
fb_6993,U.S. Government Publishing Office,"Verified Facebook page ""U.S. Government Publishing Office""; dataset category: government; source Facebook ID: 162592897126454; encoded description features: 25."
fb_6994,EnergyNYC,"Verified Facebook page ""EnergyNYC""; dataset category: government; source Facebook ID: 134963106566202; encoded description features: 7."
fb_6995,Conagua Comisión Nacional del Agua-SMNmx,"Verified Facebook page ""Conagua Comisión Nacional del Agua-SMNmx""; dataset category: government; source Facebook ID: 819610044813379; encoded description features: 9."
fb_6996,Wim Van de Camp,"Verified Facebook page ""Wim Van de Camp""; dataset category: politician; source Facebook ID: 1406501632954436; encoded description features: 7."
fb_6997,Pan di Stelle,"Verified Facebook page ""Pan di Stelle""; dataset category: company; source Facebook ID: 139611361350; encoded description features: 10."
fb_6998,FLAMINGO,"Verified Facebook page ""FLAMINGO""; dataset category: company; source Facebook ID: 859713490718049; encoded description features: 11."
fb_6999,Alessia Petraglia,"Verified Facebook page ""Alessia Petraglia""; dataset category: politician; source Facebook ID: 430666300346442; encoded description features: 9."
fb_7000,Major League Fishing,"Verified Facebook page ""Major League Fishing""; dataset category: tvshow; source Facebook ID: 175508505841740; encoded description features: 24."
fb_7001,Der Bestatter,"Verified Facebook page ""Der Bestatter""; dataset category: tvshow; source Facebook ID: 723702071054413; encoded description features: 8."
fb_7002,Die Puppenstars,"Verified Facebook page ""Die Puppenstars""; dataset category: tvshow; source Facebook ID: 510448035778639; encoded description features: 7."
fb_7003,Misión de la República Argentina ante Organismos Internacionales en Ginebra,"Verified Facebook page ""Misión de la República Argentina ante Organismos Internacionales en Ginebra""; dataset category: government; source Facebook ID: 218936485171280; encoded description features: 10."
fb_7004,Tribunal Regional Eleitoral de Pernambuco,"Verified Facebook page ""Tribunal Regional Eleitoral de Pernambuco""; dataset category: government; source Facebook ID: 680831402074808; encoded description features: 8."
fb_7005,Unilever Careers,"Verified Facebook page ""Unilever Careers""; dataset category: company; source Facebook ID: 119233541460051; encoded description features: 9."
fb_7006,Mike Wood MP,"Verified Facebook page ""Mike Wood MP""; dataset category: politician; source Facebook ID: 723551841046614; encoded description features: 10."
fb_7007,Perfumerías Douglas España,"Verified Facebook page ""Perfumerías Douglas España""; dataset category: company; source Facebook ID: 85839663193; encoded description features: 7."
fb_7008,Le Club AccorHotels,"Verified Facebook page ""Le Club AccorHotels""; dataset category: company; source Facebook ID: 166897643376730; encoded description features: 6."
fb_7009,PA State Police,"Verified Facebook page ""PA State Police""; dataset category: government; source Facebook ID: 1428504584081501; encoded description features: 7."
fb_7010,PhRMA,"Verified Facebook page ""PhRMA""; dataset category: company; source Facebook ID: 172758932738142; encoded description features: 22."
fb_7011,El club de la mitjanit,"Verified Facebook page ""El club de la mitjanit""; dataset category: tvshow; source Facebook ID: 144559001696; encoded description features: 9."
fb_7012,Bosch Professional Power Tools and Accessories,"Verified Facebook page ""Bosch Professional Power Tools and Accessories""; dataset category: company; source Facebook ID: 158844704149601; encoded description features: 6."
fb_7013,Marek Ženíšek,"Verified Facebook page ""Marek Ženíšek""; dataset category: politician; source Facebook ID: 523450094407778; encoded description features: 7."
fb_7014,Qantas [page 7014],"Verified Facebook page ""Qantas""; dataset category: company; source Facebook ID: 207059446358715; encoded description features: 23."
fb_7015,EU Neighbourhood & Enlargement,"Verified Facebook page ""EU Neighbourhood & Enlargement""; dataset category: government; source Facebook ID: 142375212503142; encoded description features: 8."
fb_7016,Sachsen.de,"Verified Facebook page ""Sachsen.de""; dataset category: government; source Facebook ID: 144999535562856; encoded description features: 9."
fb_7017,Holland America Line,"Verified Facebook page ""Holland America Line""; dataset category: company; source Facebook ID: 42926793405; encoded description features: 25."
fb_7018,Hector Gutierrez de la Garza,"Verified Facebook page ""Hector Gutierrez de la Garza""; dataset category: politician; source Facebook ID: 268166203199602; encoded description features: 6."
fb_7019,"Chief Electoral Officer, Goa","Verified Facebook page ""Chief Electoral Officer, Goa""; dataset category: government; source Facebook ID: 545156638855285; encoded description features: 13."
fb_7020,Міністерство аграрної політики та продовольства України,"Verified Facebook page ""Міністерство аграрної політики та продовольства України""; dataset category: government; source Facebook ID: 1394698580807799; encoded description features: 8."
fb_7021,Garden Gourmet Deutschland,"Verified Facebook page ""Garden Gourmet Deutschland""; dataset category: company; source Facebook ID: 634145473319033; encoded description features: 8."
fb_7022,"India in Qatar (Embassy of India, Doha)","Verified Facebook page ""India in Qatar (Embassy of India, Doha)""; dataset category: government; source Facebook ID: 195762587127930; encoded description features: 6."
fb_7023,Altra Running [page 7023],"Verified Facebook page ""Altra Running""; dataset category: company; source Facebook ID: 224716637627071; encoded description features: 25."
fb_7024,NSW Roads,"Verified Facebook page ""NSW Roads""; dataset category: government; source Facebook ID: 134071523430526; encoded description features: 7."
fb_7025,Family Feud,"Verified Facebook page ""Family Feud""; dataset category: tvshow; source Facebook ID: 166726413406337; encoded description features: 23."
fb_7026,PEO Assembled Chemical Weapons Alternatives,"Verified Facebook page ""PEO Assembled Chemical Weapons Alternatives""; dataset category: government; source Facebook ID: 141296392556674; encoded description features: 8."
fb_7027,Starbucks Philippines,"Verified Facebook page ""Starbucks Philippines""; dataset category: company; source Facebook ID: 225073057924; encoded description features: 8."
fb_7028,Kusmi Tea [page 7028],"Verified Facebook page ""Kusmi Tea""; dataset category: company; source Facebook ID: 232522536800391; encoded description features: 25."
fb_7029,Top Gear BBC America,"Verified Facebook page ""Top Gear BBC America""; dataset category: tvshow; source Facebook ID: 34033127562; encoded description features: 6."
fb_7030,Givaldo Carimbão,"Verified Facebook page ""Givaldo Carimbão""; dataset category: politician; source Facebook ID: 304804246293869; encoded description features: 7."
fb_7031,Haut-commissariat du Canada au Brunéi Darussalam,"Verified Facebook page ""Haut-commissariat du Canada au Brunéi Darussalam""; dataset category: government; source Facebook ID: 545791585542851; encoded description features: 11."
fb_7032,"Gero Storjohann, MdB","Verified Facebook page ""Gero Storjohann, MdB""; dataset category: politician; source Facebook ID: 99030159508; encoded description features: 8."
fb_7033,DocuSign,"Verified Facebook page ""DocuSign""; dataset category: company; source Facebook ID: 71115427991; encoded description features: 23."
fb_7034,Iraqi Air Force - القوة الجوية العراقية,"Verified Facebook page ""Iraqi Air Force - القوة الجوية العراقية""; dataset category: government; source Facebook ID: 491745310888092; encoded description features: 9."
fb_7035,Ed Gillespie,"Verified Facebook page ""Ed Gillespie""; dataset category: politician; source Facebook ID: 698749793489056; encoded description features: 24."
fb_7036,Aktuelle Stunde,"Verified Facebook page ""Aktuelle Stunde""; dataset category: tvshow; source Facebook ID: 129317673783457; encoded description features: 7."
fb_7037,Ministerul Transporturilor România,"Verified Facebook page ""Ministerul Transporturilor România""; dataset category: government; source Facebook ID: 1525742790987938; encoded description features: 9."
fb_7038,Så mycket bättre,"Verified Facebook page ""Så mycket bättre""; dataset category: tvshow; source Facebook ID: 156578424377507; encoded description features: 26."
fb_7039,Tanya CHAN 陳淑莊,"Verified Facebook page ""Tanya CHAN 陳淑莊""; dataset category: politician; source Facebook ID: 230625005732; encoded description features: 9."
fb_7040,JustFab [page 7040],"Verified Facebook page ""JustFab""; dataset category: company; source Facebook ID: 351894691532965; encoded description features: 22."
fb_7041,Findeter,"Verified Facebook page ""Findeter""; dataset category: government; source Facebook ID: 444367265616039; encoded description features: 6."
fb_7042,Engineer Your Space,"Verified Facebook page ""Engineer Your Space""; dataset category: tvshow; source Facebook ID: 205617966124402; encoded description features: 8."
fb_7043,Malibu Country,"Verified Facebook page ""Malibu Country""; dataset category: tvshow; source Facebook ID: 110294045774000; encoded description features: 22."
fb_7044,Marama Davidson MP,"Verified Facebook page ""Marama Davidson MP""; dataset category: politician; source Facebook ID: 285255228477617; encoded description features: 5."
fb_7045,Vodafone Portugal,"Verified Facebook page ""Vodafone Portugal""; dataset category: company; source Facebook ID: 122118287806643; encoded description features: 24."
fb_7046,The Late Show with Stephen Colbert,"Verified Facebook page ""The Late Show with Stephen Colbert""; dataset category: tvshow; source Facebook ID: 545775132233909; encoded description features: 24."
fb_7047,Sana Türkiye,"Verified Facebook page ""Sana Türkiye""; dataset category: company; source Facebook ID: 171199149592761; encoded description features: 9."
fb_7048,UK in Lebanon,"Verified Facebook page ""UK in Lebanon""; dataset category: government; source Facebook ID: 110637838979258; encoded description features: 9."
fb_7049,Arturo Scotto,"Verified Facebook page ""Arturo Scotto""; dataset category: politician; source Facebook ID: 457480214329376; encoded description features: 23."
fb_7050,"Scott Reid, MP","Verified Facebook page ""Scott Reid, MP""; dataset category: politician; source Facebook ID: 961447807242438; encoded description features: 8."
fb_7051,Nestlé Wellness Club,"Verified Facebook page ""Nestlé Wellness Club""; dataset category: company; source Facebook ID: 312438640842; encoded description features: 9."
fb_7052,Welk Resorts,"Verified Facebook page ""Welk Resorts""; dataset category: company; source Facebook ID: 274020978895; encoded description features: 10."
fb_7053,INFINITI [page 7053],"Verified Facebook page ""INFINITI""; dataset category: company; source Facebook ID: 237360156332241; encoded description features: 8."
fb_7054,Embajada de Francia en Argentina,"Verified Facebook page ""Embajada de Francia en Argentina""; dataset category: government; source Facebook ID: 95131416611; encoded description features: 9."
fb_7055,British Embassy Ljubljana,"Verified Facebook page ""British Embassy Ljubljana""; dataset category: government; source Facebook ID: 151181901582548; encoded description features: 10."
fb_7056,"Clerk & Comptroller, Palm Beach County","Verified Facebook page ""Clerk & Comptroller, Palm Beach County""; dataset category: government; source Facebook ID: 184084811989; encoded description features: 9."
fb_7057,Cultural Heritage Administration of Korea,"Verified Facebook page ""Cultural Heritage Administration of Korea""; dataset category: government; source Facebook ID: 195926370439392; encoded description features: 25."
fb_7058,La belle et ses princes presque charmants,"Verified Facebook page ""La belle et ses princes presque charmants""; dataset category: tvshow; source Facebook ID: 222328271163621; encoded description features: 9."
fb_7059,City of Pocatello - City Hall,"Verified Facebook page ""City of Pocatello - City Hall""; dataset category: government; source Facebook ID: 72671121638; encoded description features: 10."
fb_7060,Gilles Carrez,"Verified Facebook page ""Gilles Carrez""; dataset category: politician; source Facebook ID: 334263296610535; encoded description features: 22."
fb_7061,David Shearer,"Verified Facebook page ""David Shearer""; dataset category: politician; source Facebook ID: 179201192186088; encoded description features: 24."
fb_7062,High Commission of Canada in Jamaica,"Verified Facebook page ""High Commission of Canada in Jamaica""; dataset category: government; source Facebook ID: 506543099433194; encoded description features: 7."
fb_7063,Virgin Atlantic,"Verified Facebook page ""Virgin Atlantic""; dataset category: company; source Facebook ID: 6757437678; encoded description features: 24."
fb_7064,"Luciana Berger, Labour & Co-operative MP for Liverpool Wavertree","Verified Facebook page ""Luciana Berger, Labour & Co-operative MP for Liverpool Wavertree""; dataset category: politician; source Facebook ID: 463607845104; encoded description features: 6."
fb_7065,Pedro Uczai,"Verified Facebook page ""Pedro Uczai""; dataset category: politician; source Facebook ID: 155201831260401; encoded description features: 9."
fb_7066,U.S. Embassy Guyana,"Verified Facebook page ""U.S. Embassy Guyana""; dataset category: government; source Facebook ID: 140708899279090; encoded description features: 9."
fb_7067,The Nine Lives of Chloe King,"Verified Facebook page ""The Nine Lives of Chloe King""; dataset category: tvshow; source Facebook ID: 185434978144499; encoded description features: 23."
fb_7068,Royal Marines Recruitment,"Verified Facebook page ""Royal Marines Recruitment""; dataset category: government; source Facebook ID: 113304542073084; encoded description features: 6."
fb_7069,Agência Nacional de Energia Elétrica - ANEEL - Brasil,"Verified Facebook page ""Agência Nacional de Energia Elétrica - ANEEL - Brasil""; dataset category: government; source Facebook ID: 1542282522743041; encoded description features: 7."
fb_7070,Cheyenne - T.V. Show,"Verified Facebook page ""Cheyenne - T.V. Show""; dataset category: tvshow; source Facebook ID: 461160817316099; encoded description features: 8."
fb_7071,Izraēla Latvijā,"Verified Facebook page ""Izraēla Latvijā""; dataset category: government; source Facebook ID: 182788888416522; encoded description features: 9."
fb_7072,"Austrian Consulate General, Los Angeles","Verified Facebook page ""Austrian Consulate General, Los Angeles""; dataset category: government; source Facebook ID: 297939796971792; encoded description features: 7."
fb_7073,Embassy of Switzerland in Oslo / Sveitsiske ambassade i Oslo,"Verified Facebook page ""Embassy of Switzerland in Oslo / Sveitsiske ambassade i Oslo""; dataset category: government; source Facebook ID: 1079677395423505; encoded description features: 8."
fb_7074,Relais & Châteaux,"Verified Facebook page ""Relais & Châteaux""; dataset category: company; source Facebook ID: 125282832662; encoded description features: 24."
fb_7075,"Australian Embassy - Jakarta, Indonesia","Verified Facebook page ""Australian Embassy - Jakarta, Indonesia""; dataset category: government; source Facebook ID: 294456123937050; encoded description features: 8."
fb_7076,Louise Pratt,"Verified Facebook page ""Louise Pratt""; dataset category: politician; source Facebook ID: 150698155004187; encoded description features: 23."
fb_7077,West Lake Landfill Superfund Site,"Verified Facebook page ""West Lake Landfill Superfund Site""; dataset category: government; source Facebook ID: 481259105379035; encoded description features: 8."
fb_7078,"Mobilization and Deployment, DPTMS","Verified Facebook page ""Mobilization and Deployment, DPTMS""; dataset category: government; source Facebook ID: 162036887260550; encoded description features: 5."
fb_7079,Nike+ Run Club [page 7079],"Verified Facebook page ""Nike+ Run Club""; dataset category: company; source Facebook ID: 142308375810345; encoded description features: 8."
fb_7080,Evropska komisija v Sloveniji,"Verified Facebook page ""Evropska komisija v Sloveniji""; dataset category: government; source Facebook ID: 100107313369390; encoded description features: 8."
fb_7081,Navin Dissanayake,"Verified Facebook page ""Navin Dissanayake""; dataset category: politician; source Facebook ID: 556445944402223; encoded description features: 21."
fb_7082,Ford Norge,"Verified Facebook page ""Ford Norge""; dataset category: company; source Facebook ID: 111320818912648; encoded description features: 6."
fb_7083,EPA Burn Wise,"Verified Facebook page ""EPA Burn Wise""; dataset category: government; source Facebook ID: 323308671749; encoded description features: 9."
fb_7084,Marc Henrichmann,"Verified Facebook page ""Marc Henrichmann""; dataset category: politician; source Facebook ID: 194705457238325; encoded description features: 8."
fb_7085,Salford Gazette,"Verified Facebook page ""Salford Gazette""; dataset category: company; source Facebook ID: 1453829204889910; encoded description features: 10."
fb_7086,John Pesutto MP Member for Hawthorn,"Verified Facebook page ""John Pesutto MP Member for Hawthorn""; dataset category: politician; source Facebook ID: 1490457217880377; encoded description features: 8."
fb_7087,Lacoste,"Verified Facebook page ""Lacoste""; dataset category: company; source Facebook ID: 25440047420; encoded description features: 24."
fb_7088,Three Ireland,"Verified Facebook page ""Three Ireland""; dataset category: company; source Facebook ID: 116409648379234; encoded description features: 24."
fb_7089,Marta,"Verified Facebook page ""Marta""; dataset category: politician; source Facebook ID: 125980744110410; encoded description features: 25."
fb_7090,Anne Minh Thu Quach,"Verified Facebook page ""Anne Minh Thu Quach""; dataset category: politician; source Facebook ID: 188474554625330; encoded description features: 7."
fb_7091,Birgit Sippel,"Verified Facebook page ""Birgit Sippel""; dataset category: politician; source Facebook ID: 319398621464329; encoded description features: 22."
fb_7092,SEAT Sport,"Verified Facebook page ""SEAT Sport""; dataset category: company; source Facebook ID: 322136461649; encoded description features: 25."
fb_7093,María Eugenia Vidal,"Verified Facebook page ""María Eugenia Vidal""; dataset category: politician; source Facebook ID: 183940131655054; encoded description features: 23."
fb_7094,4th Squadron 3d U.S. Cavalry Regiment,"Verified Facebook page ""4th Squadron 3d U.S. Cavalry Regiment""; dataset category: government; source Facebook ID: 312185965465943; encoded description features: 6."
fb_7095,Ministerio TIC Colombia,"Verified Facebook page ""Ministerio TIC Colombia""; dataset category: government; source Facebook ID: 139826936041816; encoded description features: 8."
fb_7096,Marine Corps Special Operations Command,"Verified Facebook page ""Marine Corps Special Operations Command""; dataset category: government; source Facebook ID: 285628318175578; encoded description features: 22."
fb_7097,Temps de neu,"Verified Facebook page ""Temps de neu""; dataset category: tvshow; source Facebook ID: 143244546399; encoded description features: 7."
fb_7098,Telekom Shop,"Verified Facebook page ""Telekom Shop""; dataset category: company; source Facebook ID: 181692235207011; encoded description features: 9."
fb_7099,Glenn Hegar,"Verified Facebook page ""Glenn Hegar""; dataset category: politician; source Facebook ID: 46150078821; encoded description features: 23."
fb_7100,Office of the Australian Information Commissioner,"Verified Facebook page ""Office of the Australian Information Commissioner""; dataset category: government; source Facebook ID: 141942839209628; encoded description features: 24."
fb_7101,ABB [page 7101],"Verified Facebook page ""ABB""; dataset category: company; source Facebook ID: 171465056211305; encoded description features: 23."
fb_7102,Sun Drop,"Verified Facebook page ""Sun Drop""; dataset category: company; source Facebook ID: 169617583067502; encoded description features: 21."
fb_7103,Winfried Hermann,"Verified Facebook page ""Winfried Hermann""; dataset category: politician; source Facebook ID: 106350006642; encoded description features: 23."
fb_7104,Deichmann Lietuva,"Verified Facebook page ""Deichmann Lietuva""; dataset category: company; source Facebook ID: 341620812632435; encoded description features: 5."
fb_7105,Generali Gruppe Österreich,"Verified Facebook page ""Generali Gruppe Österreich""; dataset category: company; source Facebook ID: 157136087765365; encoded description features: 9."
fb_7106,Gareth Ward,"Verified Facebook page ""Gareth Ward""; dataset category: politician; source Facebook ID: 478751888986491; encoded description features: 23."
fb_7107,Lena Arnoldt - Ihre Landtagsabgeordnete,"Verified Facebook page ""Lena Arnoldt - Ihre Landtagsabgeordnete""; dataset category: politician; source Facebook ID: 482933998440829; encoded description features: 8."
fb_7108,MASHAV,"Verified Facebook page ""MASHAV""; dataset category: government; source Facebook ID: 109867625763198; encoded description features: 21."
